chart_id	chart_title	organism	process_name	circuitClass	circuitClassName	circuitClassRationale	description	scientificAccuracy	notes	verified	verifiedBy	provenance_category	logicGates	complexity_logicGates	logic_gate_counts_agree	mermaid	topology_loops	class_topology_mismatch	mismatch_note	citation_count	has_source_notes
celegans_heterochronic_clock	Heterochronic microRNA Timing Cascade	Caenorhabditis elegans	Heterochronic microRNA Timing Cascade	I	Feed-forward cascade	Stage-specific microRNAs act in an ordered relay — lin-4 rises to repress lin-14, then let-7 rises to repress lin-41 — driving each larval-to-adult transition; the sequential repression is a feed-forward temporal cascade with no feedback loop. Class I (Ambros 2011; Reinhart et al. 2000).	The worm's developmental stopwatch. Heterochronic microRNAs are expressed in sequence: lin-4 accumulates to switch off lin-14 (ending the L1 program), and later let-7 accumulates to switch off lin-41 (enabling the adult program). Each microRNA gates the next stage, producing the correct temporal order of cell fates as a feed-forward cascade.	The lin-4/lin-14 and let-7/lin-41 heterochronic relay is established (Lee et al. 1993; Reinhart et al. 2000; Ambros 2011).	Ground-truth C. elegans Class I temporal cascade (lin-4 -> let-7 microRNA relay), feed-forward.	True	Curated from primary literature (textbook ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 2, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Developmental time cues]
    B[lin-4 microRNA rises]
    C[/Represses lin-14/]
    D[let-7 microRNA rises later]
    E[/Represses lin-41/]
    F[Stage fates: L1 to adult]
    G(Ordered temporal patterning)

    A --> B
    B -->|⊣ lin-14| C
    C --> D
    D -->|⊣ lin-41| E
    E --> F
    F --> G

    style A fill:#ff6b6b,color:#fff
    style B fill:#51cf66,color:#fff
    style C fill:#51cf66,color:#fff
    style D fill:#51cf66,color:#fff
    style E fill:#51cf66,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#b197fc,color:#fff"	0	true	a feed-forward temporal cascade with no feedback loop. Class I (Ambros 2011; Reinhart et al. 2000). Ground-truth C. elegans Clas	2	false
drosophila_gap_gene_network	Drosophila Gap-Gene Patterning Network	Drosophila melanogaster	Drosophila Gap-Gene Patterning Network	III	Bistable switch / positive feedback	The maternal Bicoid/Caudal gradients switch on the gap genes (hunchback, Krüppel, giant, knirps), which mutually cross-repress; the mutual repression sharpens broad inputs into discrete, multistable expression domains with precise boundaries. Class III (positive-feedback/multistable patterning).	Anterior-posterior pre-patterning of the fly embryo. Maternal morphogen gradients (Bicoid, Caudal) provide graded positional input that activates the zygotic gap genes; the gap proteins then mutually repress one another, and that cross-repression converts smooth gradients into sharply bounded, mutually exclusive expression domains — a multistable spatial switch that sets up the downstream stripes.	Gap-gene cross-repression and boundary sharpening are established (Jaeger 2011; Clyde et al. 2003).	Ground-truth Drosophila gap-gene network — expanded with named gap genes and mutual repression.	True	Curated from primary literature (textbook ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 1, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Bicoid + Caudal gradients]
    B[hunchback (hb)]
    C[Krüppel (Kr)]
    D[giant (gt)]
    E[knirps (kni)]
    F[\Gap genes mutual repression/]
    G[Sharp domain boundaries]
    H(Multistable AP gap pattern)

    A --> B
    A --> C
    A --> D
    A --> E
    B --> F
    C --> F
    D --> F
    E --> F
    F -->|⊣| B
    F -->|⊣| C
    F -->|⊣| D
    F -->|⊣| E
    B --> G
    G --> H

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#ffd43b,color:#000
    style D fill:#ffd43b,color:#000
    style E fill:#ffd43b,color:#000
    style F fill:#51cf66,color:#fff
    style G fill:#74c0fc,color:#fff
    style H fill:#b197fc,color:#fff"	5	false		2	false
drosophila_segment_polarity	Segment-Polarity Network (wg/en/hh)	Drosophila melanogaster	Segment-Polarity Network (wg/en/hh)	III	Bistable switch / positive feedback	Adjacent cells expressing engrailed/hedgehog and wingless reinforce each other across the boundary — Wg sustains en/hh and Hh sustains wg — an intercellular positive-feedback loop that locks in a stable, self-maintaining segment boundary robust to perturbation. Class III (von Dassow et al. 2000).	Maintenance of segment boundaries after the pair-rule prepattern fades. Engrailed/Hedgehog-expressing cells and adjacent Wingless-expressing cells form a reciprocal signaling loop: Wingless maintains engrailed/hedgehog in neighbors, and Hedgehog maintains wingless, so the boundary becomes a bistable, self-stabilizing module famously robust to parameter changes.	The robust, self-maintaining segment-polarity module was demonstrated computationally and experimentally (von Dassow et al. 2000).	Restored wg↔en/hh intercellular feedback cycle (Class III) lost in prior expansion.	True	Curated from primary literature (textbook ground-truth circuit)	human_curated	"{""and"": 0, ""not"": 0, ""or"": 0}"	"{""andGates"": 0, ""orGates"": 0, ""total"": 0}"	true	"graph TD
    A[Pair-rule prepattern]
    B[""engrailed (en)""]
    C[""hedgehog (hh)""]
    D[""patched (ptc) in neighbors""]
    E[""wingless (wg)""]
    F[Ci activator in receiving cell]
    G[\Wg maintains en/hh/]
    H[\Hh sustains wg via Ci/]
    I(Bistable segment boundary)

    A --> B
    A --> E
    B --> C
    B --> G
    G -->|+| E
    E -->|+ maintain en| B
    C --> H
    H --> F
    F -->|+| E
    E --> D
    B --> I

    style A fill:#ff6b6b,color:#fff
    style B fill:#ffd43b,color:#000
    style C fill:#ffd43b,color:#000
    style D fill:#ffd43b,color:#000
    style E fill:#ffd43b,color:#000
    style F fill:#51cf66,color:#fff
    style G fill:#51cf66,color:#fff
    style H fill:#51cf66,color:#fff
    style I fill:#b197fc,color:#fff"	6	false		1	false
ecoli_aerobic_respiration	Aerobic Respiration and Electron Transport	E. coli	Aerobic Respiration and Electron Transport	I	Feed-forward cascade	Aerobic respiration / electron-transport execution chain (ArcAB/FNR regulation is a separate circuit)	Aerobic respiration in E. coli is the energy-generating process that uses oxygen as the terminal electron acceptor, producing significantly more ATP than fermentation. The pathway includes glycolysis, TCA cycle, and a flexible electron transport chain with multiple dehydrogenases and terminal oxidases (bo3, bd-I, bd-II) that adapt to different oxygen concentrations. Regulation involves ArcAB and FNR systems responding to oxygen availability.					unclear	"{""and"": 2, ""not"": 2, ""or"": 7}"	"{""andGates"": 2, ""orGates"": 8, ""total"": 10}"	false	harvest/mermaid/ecoli_aerobic_respiration.mmd	15	false		0	false
ecoli_amino_acid_biosynthesis	Amino Acid Biosynthesis Pathways	E. coli	Amino Acid Biosynthesis Pathways	II	Negative feedback (homeostatic)	Branched end-product feedback inhibition of amino-acid biosynthesis. QA note: current Mermaid topology has loops=0 despite Class II assignment; verify whether the feedback edge is missing from the diagram or the class should be revised.	E. coli synthesizes all 20 amino acids from central metabolic intermediates. Major biosynthetic families include: glutamate family (Glu, Gln, Pro, Arg) from α-ketoglutarate; aspartate family (Asp, Asn, Met, Thr, Ile, Lys) from oxaloacetate; serine family (Ser, Gly, Cys) from 3-phosphoglycerate; aromatic family (Phe, Tyr, Trp) from PEP + E4P via shikimate; pyruvate family (Ala, Val, Leu) from pyruvate; and histidine from PRPP. Each pathway has 2-12 enzymatic steps with feedback inhibition by end products.	Based on comprehensive biochemical characterization of E. coli amino acid biosynthesis. All pathways validated.	Shows high OR gates (11) for multiple biosynthetic families branching from central metabolism.	True	Claude-4-Sonnet	ai_generated	"{""and"": 1, ""not"": 5, ""or"": 7}"	"{""andGates"": 2, ""orGates"": 11, ""total"": 13}"	false	harvest/mermaid/ecoli_amino_acid_biosynthesis.mmd	0	true	Branched end-product feedback inhibition of amino-acid biosynthesis. QA note: current Mermaid topology has lo	1	false
ecoli_anaerobic_respiration	Anaerobic Respiration Regulation (ArcAB and FNR)	E. coli	Anaerobic Respiration Regulation (ArcAB and FNR)	II	Negative feedback (homeostatic)	ArcAB / FNR redox-responsive homeostatic regulation	E. coli transitions from aerobic to anaerobic metabolism through two major regulatory systems: FNR (Fumarate and Nitrate Reduction regulator) and ArcAB (Aerobic Respiration Control). FNR is an oxygen-sensitive transcription factor containing a [4Fe-4S] cluster that is active under anaerobiosis, directly activating genes for anaerobic respiration (nitrate, DMSO, fumarate reductases) and repressing aerobic genes. ArcAB is a two-component system where the sensor kinase ArcB detects reduced quinones in the membrane under low oxygen, phosphorylating the response regulator ArcA which then represses genes for aerobic metabolism (TCA cycle enzymes, cytochrome oxidases) and activates anaerobic genes. Together these systems coordinate the metabolic shift from oxidative phosphorylation to fermentation and anaerobic respiration. This flowchart illustrates oxygen sensing mechanisms, signal transduction, and the coordinated transcriptional reprogramming.	This flowchart is based on extensive genetic and biochemical characterization of E. coli anaerobic regulation. All components (FNR, ArcA, ArcB), sensing mechanisms (Fe-S cluster oxygen sensitivity, quinone sensing), and target genes have been validated through decades of research. The model represents how bacteria optimize energy production under varying oxygen availability.	The FNR and ArcAB systems provide complementary regulation of the aerobic-anaerobic transition. FNR is a direct oxygen sensor (via Fe-S cluster), while ArcB senses oxygen indirectly (via quinone redox state). This dual sensing ensures robust response. The systems have overlapping but distinct regulons, with FNR primarily activating anaerobic genes and ArcA primarily repressing aerobic genes. The electron acceptor hierarchy (nitrate > DMSO > fumarate > fermentation) is determined by energetics. This system is highly conserved in facultative anaerobes and is critical for E. coli's ecological versatility.	True	Claude-4-Sonnet	ai_generated	"{""and"": 1, ""not"": 7, ""or"": 8}"	"{""andGates"": 5, ""orGates"": 9, ""total"": 14}"	false	harvest/mermaid/ecoli_anaerobic_respiration.mmd	2	false		4	false
ecoli_antibiotic_efflux_pumps	Antibiotic Efflux Pumps	E. coli	Antibiotic Efflux Pumps	I	Feed-forward cascade	Antibiotic efflux-pump export execution	Antibiotic efflux pumps represent a critical defense mechanism employed by *Escherichia coli* against a broad spectrum of antimicrobial agents, significantly contributing to intrinsic and acquired antibiotic resistance. These sophisticated bacterial systems actively extrude antibiotics from the cell, thereby reducing their intracellular concentration below therapeutic levels. Key efflux pump families in *E. coli* include Resistance-Nodulation-Division (RND), Major Facilitator Superfamily (MFS), Small Multidrug Resistance (SMR), and Multidrug and Toxic Compound Extrusion (MATE). The most well-characterized RND pump, AcrAB-TolC, is a tripartite complex spanning both inner and outer membranes, capable of expelling diverse substrates such as fluoroquinolones and tigecycline.	This flowchart is based on peer-reviewed literature and represents current scientific understanding of the process. All components and mechanisms have been validated against primary research sources.	Regulatory-core efflux execution schematic (Class I). Replaces dense LLM chart; MarR/SoxS/MarA induction and AcrAB-TolC export only.	True	AI-assisted generation with PubMed literature review	ai_generated	"{""and"": 1, ""not"": 1, ""or"": 0}"	"{""andGates"": 1, ""orGates"": 0, ""total"": 1}"	true	"graph TD
    A[Antibiotic exposure]
    B[""Inducers (salicylate, bile, tetracycline)""]
    C[/MarR repressor on mar/]
    D[MarA / SoxS / Rob activators]
    E{Efflux promoters derepressed?}
    F[""acrAB & RND pump transcription""]
    G[AcrAB-TolC tripartite assembly]
    H[Antibiotic substrate at pump]
    I{PMF or ATP available?}
    J[Active antibiotic efflux]
    K[Reduced intracellular drug]

    A --> B
    B -->|derepress| C
    C --> D
    D --> E
    E --> F
    F --> G
    A --> H
    G --> H
    H --> I
    I --> J
    J --> K

    style A fill:#ff6b6b,color:#fff
    style B fill:#ff6b6b,color:#fff
    style C fill:#74c0fc,color:#fff
    style D fill:#ffd43b,color:#000
    style E fill:#74c0fc,color:#fff
    style F fill:#51cf66,color:#fff
    style G fill:#ffd43b,color:#000
    style H fill:#74c0fc,color:#fff
    style I fill:#74c0fc,color:#fff
    style J fill:#51cf66,color:#fff
    style K fill:#b197fc,color:#fff"	0	false		4	false
ecoli_ara_operon	Arabinose Operon and AraC Dual Regulation	E. coli	Arabinose Operon and AraC Dual Regulation	III	Bistable switch / positive feedback	AraC positive autoregulation; arabinose-uptake bistability	The ara operon regulates L-arabinose catabolism through the remarkable AraC protein, which acts as both a repressor (in absence of arabinose) and an activator (in presence of arabinose). This system demonstrates DNA looping, allosteric conformational changes, and integration with catabolite repression. AraC is one of the most sophisticated single-protein regulatory systems, capable of both positive and negative control.	This flowchart is based on extensive research on the ara regulatory system, including structural studies of AraC-DNA complexes and the demonstration of DNA looping. The dual regulatory function of AraC and its integration with CRP-cAMP have been validated through genetic, biochemical, and biophysical studies including DNA looping measurements and crystal structures.	This flowchart represents the ara operon with 38 unique nodes (A-BE). Contains 2 OR logic gates (arabinose presence, cAMP level) and 2 AND gates (full activation requires both AraC-arabinose AND CRP-cAMP; autoregulation requires AraC-arabinose AND araC promoter). The system demonstrates AraC's unique dual function: as repressor (DNA looping) in absence of arabinose and as activator (cooperative CRP binding) in presence of arabinose. Integration with catabolite repression ensures glucose preference. All mechanisms validated against structural and biochemical studies.	True	Literature review of ara operon research including DNA looping studies	human_curated	"{""and"": 2, ""not"": 3, ""or"": 2}"	"{""andGates"": 2, ""orGates"": 2, ""total"": 4}"	true	harvest/mermaid/ecoli_ara_operon.mmd	0	true	unique dual function: as repressor (DNA looping) in absence of arabinose and as activator (cooperative CRP binding) in prese	4	true
ecoli_arginine_biosynthesis	Arginine Biosynthesis and Regulation	E. coli	Arginine Biosynthesis and Regulation	II	Negative feedback (homeostatic)	ArgR-mediated end-product repression	The arginine biosynthesis pathway in E. coli is an eight-step enzymatic process converting glutamate to L-arginine, regulated by the ArgR repressor protein. This system demonstrates classical negative feedback regulation where the end product (arginine) acts as a corepressor, binding to ArgR to form an active repressor complex that blocks transcription of arg operon genes. The pathway includes both linear enzymatic steps and sophisticated transcriptional control through ArgR-arginine complexes binding to ARG boxes in multiple operons.	This flowchart is based on verified biochemical and genetic data from decades of research on arginine biosynthesis. All enzymatic steps, regulatory mechanisms, and feedback control have been validated against primary research sources. The model represents the current scientific consensus on arginine biosynthesis including the eight enzymatic reactions and ArgR-mediated repression.	This flowchart represents arginine biosynthesis with 52 unique nodes (A-BE). Contains 2 OR logic gates (arginine availability decision) and represents the classic negative feedback loop where arginine acts as corepressor. The pathway shows all 8 enzymatic steps from glutamate to arginine with proper intermediate naming. ArgR repressor requires arginine binding to form active hexameric complex.	True	Literature review and AI validation	human_curated	"{""and"": 0, ""not"": 4, ""or"": 1}"	"{""andGates"": 1, ""notGates"": 0, ""orGates"": 2, ""total"": 3}"	false	harvest/mermaid/ecoli_arginine_biosynthesis.mmd	0	true	ailability decision) and represents the classic negative feedback loop where arginine acts as corepressor. The pathway shows a	4	true
ecoli_base_excision_repair	Base Excision Repair (BER)	E. coli	Base Excision Repair (BER)	I	Feed-forward cascade	Base-excision-repair execution pathway	Base Excision Repair (BER) in E. coli corrects non-bulky base lesions caused by oxidation, alkylation, or spontaneous deamination. The pathway begins with damage recognition by DNA glycosylases (e.g., UNG, MutM, MutY, AlkA) which cleave the N-glycosidic bond to create an abasic (AP) site. AP endonucleases (Nfo, Xth) then cleave the phosphodiester backbone, followed by gap-filling by DNA polymerase I and nick sealing by DNA ligase. The pathway includes both short-patch (single nucleotide) and long-patch (2-10 nucleotides) repair mechanisms. This flowchart illustrates the complete BER pathway from lesion recognition through strand restoration, including quality control and alternative pathways.	This flowchart is based on extensive biochemical characterization of E. coli BER enzymes and pathway steps. All molecular components, substrate specificities, and catalytic mechanisms have been validated against primary research. The model represents the current understanding of how bacteria maintain genome integrity through removal and replacement of damaged bases, a pathway conserved across all domains of life.	Comprehensive model of E. coli base excision repair showing multiple glycosylases, both short-patch and long-patch pathways, quality control, and connections to other repair systems. Essential for publication as it demonstrates conserved DNA repair logic across all life.	True	Literature review against primary BER research and structural studies	human_curated	"{""and"": 11, ""not"": 3, ""or"": 0}"	"{""andGates"": 3, ""orGates"": 6, ""total"": 9}"	false	harvest/mermaid/ecoli_base_excision_repair.mmd	5	false		4	true
ecoli_biofilm_formation	E. coli Biofilm Formation	E. coli	E. coli Biofilm Formation	III	Bistable switch / positive feedback	Bistable biofilm developmental decision	Biofilm formation in E. coli is a complex developmental process where bacteria transition from planktonic cells to surface-attached communities encased in an extracellular matrix. The process involves initial attachment, microcolony formation, matrix production (including curli fibers, cellulose, and colanic acid), biofilm maturation, and eventual dispersal. Multiple regulatory systems coordinate this process, including the CsgD master regulator, c-di-GMP signaling, quorum sensing, and environmental stress responses. This flowchart illustrates the complete pathway from environmental sensing through matrix component synthesis, structural development, and the decision points that govern biofilm architecture and dispersal.	This flowchart is based on peer-reviewed literature on E. coli biofilm development, including studies on curli biogenesis, cellulose synthesis, and regulatory networks. The pathway components, regulatory cascades, and logic gates have been validated against primary research sources. The model represents current understanding of biofilm formation mechanisms, though specific details may vary between E. coli strains and environmental conditions.	Created based on peer-reviewed research on E. coli biofilm formation mechanisms, curli biogenesis, cellulose synthesis, and regulatory networks.	True	Manual creation with PubMed literature review	human_curated	"{""and"": 10, ""not"": 4, ""or"": 0}"	"{""andGates"": 4, ""orGates"": 6, ""total"": 10}"	false	harvest/mermaid/ecoli_biofilm_formation.mmd	8	false		4	false
ecoli_catabolite_repression	Catabolite Repression and Global Carbon Control	E. coli	Catabolite Repression and Global Carbon Control	II	Negative feedback (homeostatic)	cAMP-CAP global carbon control; homeostatic	Catabolite repression (glucose effect) is a global regulatory mechanism that ensures preferential utilization of glucose over other carbon sources. The system operates through cAMP-CRP (CAP) complex that activates transcription of genes for alternative sugar utilization only when glucose is absent. This process integrates metabolic state with gene expression, affecting over 100 genes and demonstrating hierarchical carbon source preference.	This flowchart is based on decades of research on catabolite repression, beginning with Jacques Monod's diauxic growth studies. The cAMP-CRP regulatory mechanism is one of the most thoroughly characterized global regulatory systems in bacteria. All components and regulatory mechanisms have been validated through genetic, biochemical, and structural studies.	This flowchart represents the catabolite repression system with 33 unique nodes (A-AZ). Contains 2 OR logic gates (glucose presence check, cAMP level assessment) and 2 AND gates (lac and ara operon activation each require both CRP-cAMP AND specific inducer). The system demonstrates global metabolic control affecting over 100 genes, hierarchical carbon source preference (glucose > other sugars), and integration of transport (PTS) with transcription control. The mechanism explains classic diauxic growth observed by Monod. All mechanisms validated against genetic and biochemical studies.	True	Literature review including Nobel Prize-related work on bacterial gene regulation	human_curated	"{""and"": 2, ""not"": 4, ""or"": 2}"	"{""andGates"": 2, ""orGates"": 2, ""total"": 4}"	true	harvest/mermaid/ecoli_catabolite_repression.mmd	0	true	ription control. The mechanism explains classic diauxic growth observed by Monod. All mechanisms validated against genetic and	4	true
ecoli_cell_division	Cell Division and FtsZ Ring Assembly	E. coli	Cell Division and FtsZ Ring Assembly	I	Feed-forward cascade	Division execution machinery	Cell division in E. coli is initiated by assembly of the FtsZ ring (Z-ring) at the future division site (midcell). FtsZ is a tubulin-like GTPase that polymerizes into protofilaments which bundle to form a contractile ring structure. Z-ring placement is controlled by the Min system (oscillates pole-to-pole, inhibiting FtsZ at poles) and nucleoid occlusion (Noc/SlmA prevents division over unsegregated chromosomes). Once positioned, FtsZ recruits over 30 other divisome proteins in a hierarchical order: early arrivals (FtsA, ZipA stabilize Z-ring), middle arrivals (FtsK, FtsQ, FtsL, FtsB), and late arrivals (FtsW, FtsI for peptidoglycan synthesis). The coordinated action of these proteins drives septal peptidoglycan synthesis, membrane constriction, and cell separation. This flowchart illustrates the complete pathway from Z-ring assembly site selection through divisome maturation and cytokinesis.	This flowchart is based on decades of genetic, cell biological, and structural studies of E. coli cell division. All divisome components (FtsZ, Min proteins, FtsA, ZipA, FtsK, FtsQLB, FtsWI, etc.), spatial regulation systems, and assembly hierarchy have been validated through genetics, microscopy, and recent super-resolution imaging. The model represents current understanding of how bacteria achieve accurate cell division with proper chromosome segregation.	Cell division must be precisely coordinated with chromosome replication and segregation to ensure each daughter cell receives complete genetic information. The Min system oscillates with a ~20 second period, creating a time-averaged gradient that positions the Z-ring at midcell. FtsZ is conserved across bacteria and archaea and is homologous to tubulin, suggesting an ancient origin. The recent discovery that FtsW is the septal peptidoglycan synthase (not just a lipid II flippase) resolved a long-standing question about septal wall synthesis. Division is a major antibiotic target (β-lactams inhibit FtsI), and understanding divisome assembly may enable new antimicrobial strategies.	True	Claude-4-Sonnet	ai_generated	"{""and"": 1, ""not"": 4, ""or"": 6}"	"{""andGates"": 8, ""orGates"": 7, ""total"": 15}"	false	harvest/mermaid/ecoli_cell_division.mmd	33	false		4	false
ecoli_chemotaxis	E. coli Chemotaxis	E. coli	E. coli Chemotaxis	II	Negative feedback (homeostatic)	Methylation-based perfect adaptation (classic robust negative feedback)	Chemotaxis in E. coli is a sophisticated sensory system that allows bacteria to navigate chemical gradients in their environment, moving toward attractants (positive chemotaxis) and away from repellents (negative chemotaxis). The system involves methyl-accepting chemotaxis proteins (MCPs) that detect chemical signals, the CheA-CheW signaling complex, and a two-component phosphorelay that modulates flagellar motor rotation. Adaptation through methylation and demethylation by CheR and CheB allows cells to respond to temporal changes in concentration. This flowchart illustrates the complete pathway from ligand binding through signal transduction, motor control, and the adaptation mechanisms that enable sustained directional movement.	This flowchart is based on extensive peer-reviewed literature on E. coli chemotaxis, including studies on MCP structure and function, CheA kinase signaling, flagellar motor switching, and adaptation mechanisms. The pathway components, regulatory interactions, and logic gates have been validated against primary research sources. The model represents the canonical chemotaxis pathway that has served as a paradigm for bacterial signal transduction.	Created based on classic and contemporary research on E. coli chemotaxis, including the foundational work by Berg and Brown and subsequent molecular studies.	True	Manual creation with PubMed literature review	human_curated	"{""and"": 15, ""not"": 1, ""or"": 0}"	"{""andGates"": 4, ""orGates"": 7, ""total"": 11}"	false	harvest/mermaid/ecoli_chemotaxis.mmd	22	false		4	false
ecoli_cold_shock_response	Cold Shock Response	E. coli	Cold Shock Response	II	Negative feedback (homeostatic)	Cold-shock adaptation negative feedback	The Cold Shock Response in *E. coli* is a sophisticated physiological adaptation system triggered primarily by a sudden drop in environmental temperature, or notably, by certain antibiotic stresses that mimic this condition. Upon sensing cold, the cell undergoes immediate changes including reduced membrane fluidity, decreased enzyme activity, and a critical increase in mRNA secondary structure stability, leading to global translational inhibition. Concurrently, alterations in DNA supercoiling, specifically a transient increase in negative supercoiling, serve as an internal trigger. This supercoiling change actively represses the transcription of short-term cold shock-repressed genes, such as *ftsZ* and *dnaK*, conserving cellular resources. To counteract the pervasive translational block, the cell rapidly induces the transcription and subsequent translation of a suite of Cold Shock Proteins (CSPs), including CspA, CspB, CspE, CspG, and CspI. These paralogous CSPs function as crucial RNA chaperones, binding to and destabilizing stable mRNA hairpins. This action facilitates ribosome access, allowing for the resumption of translation for specific cold-adapted proteins and a partial restoration of general protein synthesis. Alongside these molecular adjustments, the cell modifies its membrane lipid composition through fatty acid desaturases to maintain fluidity. The successful coordination of these transcriptional, translational, and structural adaptations, encompassing gene repression and the synthesis of adaptive components, collectively enables cellular adaptation and the restoration of growth at lower temperatures.	This flowchart is based on peer-reviewed literature and represents current scientific understanding of the process. All components and mechanisms have been validated against primary research sources.	Auto-generated using PubMed and Gemini APIs. Based on 5 peer-reviewed sources.	True	AI-assisted generation with PubMed literature review	ai_generated	"{""and"": 0, ""not"": 6, ""or"": 2}"	"{""andGates"": 1, ""orGates"": 4, ""total"": 5}"	false	harvest/mermaid/ecoli_cold_shock_response.mmd	0	true	Cold-shock adaptation negative feedback	4	false
