chart_id	chart_title	pmid	doi	title	authors	year	url	raw_citation
synthetic_mutual_activation_bistable	Double-Positive Mutual-Activation Switch	10659857	10.1038/35002131	Construction of a genetic toggle switch in Escherichia coli	Gardner TS, Cantor CR, Collins JJ	2000		"Gardner TS, Cantor CR, Collins JJ. ""Construction of a genetic toggle switch in Escherichia coli"". Nature. 2000. PubMed: 10659857. doi:10.1038/35002131"
synthetic_negative_autoregulation	Negative Autoregulation (NAR motif)	12417193	10.1016/S0022-2836(02)00994-4	Negative autoregulation speeds the response times of transcription networks	Rosenfeld N, Elowitz MB, Alon U	2002		"Rosenfeld N, Elowitz MB, Alon U. ""Negative autoregulation speeds the response times of transcription networks"". Journal of Molecular Biology. 2002. PubMed: 12417193. doi:10.1016/S0022-2836(02)00994-4"
synthetic_negative_autoregulation	Negative Autoregulation (NAR motif)	10850721	10.1038/35014651	Engineering stability in gene networks by autoregulation	Becskei A, Serrano L	2000		"Becskei A, Serrano L. ""Engineering stability in gene networks by autoregulation"". Nature. 2000. PubMed: 10850721. doi:10.1038/35014651"
synthetic_nor_gate	Transcriptional NOR Gate	21150903	10.1038/nature09565	Robust multicellular computing using genetically encoded NOR gates and chemical 'wires'	Tamsir A, Tabor JJ, Voigt CA	2011		"Tamsir A, Tabor JJ, Voigt CA. ""Robust multicellular computing using genetically encoded NOR gates and chemical 'wires'"". Nature. 2011. PubMed: 21150903. doi:10.1038/nature09565"
synthetic_optogenetic_toggle	Optogenetic Bistable Toggle (Light Memory)	10659857	10.1038/35002131	Construction of a genetic toggle switch in Escherichia coli	Gardner TS, Cantor CR, Collins JJ	2000		"Gardner TS, Cantor CR, Collins JJ. ""Construction of a genetic toggle switch in Escherichia coli"". Nature. 2000. PubMed: 10659857. doi:10.1038/35002131"
synthetic_optogenetic_toggle	Optogenetic Bistable Toggle (Light Memory)	19801976	10.1038/nbt.1569	Induction of protein-protein interactions in live cells using light	Yazawa M, Sadaghiani AM, Hsueh B, Dolmetsch RE	2009		"Yazawa M, Sadaghiani AM, Hsueh B, Dolmetsch RE. ""Induction of protein-protein interactions in live cells using light"". Nature Biotechnology. 2009. PubMed: 19801976. doi:10.1038/nbt.1569"
synthetic_or_gate	Transcriptional OR Gate (tandem promoters)	21150903	10.1038/nature09565	Robust multicellular computing using genetically encoded NOR gates and chemical 'wires'	Tamsir A, Tabor JJ, Voigt CA	2011		"Tamsir A, Tabor JJ, Voigt CA. ""Robust multicellular computing using genetically encoded NOR gates and chemical 'wires'"". Nature. 2011. PubMed: 21150903. doi:10.1038/nature09565"
synthetic_phosphorelay_and	Phosphorelay AND Gate	16330045	10.1016/j.jmb.2005.10.076	Environmentally controlled invasion of cancer cells by engineered bacteria	Anderson JC, Clarke EJ, Arkin AP, Voigt CA	2006		"Anderson JC, Clarke EJ, Arkin AP, Voigt CA. ""Environmentally controlled invasion of cancer cells by engineered bacteria"". Journal of Molecular Biology. 2006. PubMed: 16330045. doi:10.1016/j.jmb.2005.10.076"
synthetic_population_control	Quorum-Sensing Population Control (You 2004)	15064770	10.1038/nature02491	Programmed population control by cell-cell communication and regulated killing	You L, Cox RS 3rd, Weiss R, Arnold FH	2004		"You L, Cox RS 3rd, Weiss R, Arnold FH. ""Programmed population control by cell-cell communication and regulated killing"". Nature. 2004. PubMed: 15064770. doi:10.1038/nature02491"
synthetic_positive_autoregulation	Positive Autoregulation (PAR motif)	11350942	10.1093/emboj/20.10.2528	Positive feedback in eukaryotic gene networks: cell differentiation by graded to binary response conversion	Becskei A, Séraphin B, Serrano L	2001		"Becskei A, Séraphin B, Serrano L. ""Positive feedback in eukaryotic gene networks: cell differentiation by graded to binary response conversion"". EMBO Journal. 2001. PubMed: 11350942. doi:10.1093/emboj/20.10.2528"
synthetic_positive_autoregulation	Positive Autoregulation (PAR motif)	16701695	10.1016/j.jmb.2006.03.064	Regulatory dynamics of synthetic gene networks with positive feedback	Maeda YT, Sano M	2006		"Maeda YT, Sano M. ""Regulatory dynamics of synthetic gene networks with positive feedback"". Journal of Molecular Biology. 2006. PubMed: 16701695. doi:10.1016/j.jmb.2006.03.064"
synthetic_protease_and_gate	Protease-Based Post-Translational AND Gate	17715057	10.1073/pnas.0703961104	A modular and extensible RNA-based gene-regulatory platform for engineering cellular function	Win MN, Smolke CD	2007		"Win MN, Smolke CD. ""A modular and extensible RNA-based gene-regulatory platform for engineering cellular function"". PNAS. 2007. PubMed: 17715057. doi:10.1073/pnas.0703961104"
synthetic_recombinase_counter	Recombinase DNA Counter / State Machine	19478183	10.1126/science.1172005	Synthetic gene networks that count	Friedland AE, Lu TK, Wang X, Shi D, Church G, Collins JJ	2009		"Friedland AE, Lu TK, Wang X, Shi D, Church G, Collins JJ. ""Synthetic gene networks that count"". Science. 2009. PubMed: 19478183. doi:10.1126/science.1172005"
synthetic_recombinase_counter	Recombinase DNA Counter / State Machine	27463678	10.1126/science.aad8559	Synthetic recombinase-based state machines in living cells	Roquet N, Soleimany AP, Ferris AC, Aaronson S, Lu TK	2016		"Roquet N, Soleimany AP, Ferris AC, Aaronson S, Lu TK. ""Synthetic recombinase-based state machines in living cells"". Science. 2016. PubMed: 27463678. doi:10.1126/science.aad8559"
synthetic_repressilator	Repressilator (3-repressor ring oscillator)	10659856	10.1038/35002125	A synthetic oscillatory network of transcriptional regulators	Elowitz MB, Leibler S	2000		"Elowitz MB, Leibler S. ""A synthetic oscillatory network of transcriptional regulators"". Nature. 2000. PubMed: 10659856. doi:10.1038/35002125"
synthetic_rna_attenuator	RNA Transcriptional Attenuator Logic	21555549	10.1073/pnas.1015741108	Versatile RNA-sensing transcriptional regulators for engineering genetic networks	Lucks JB, Qi L, Mutalik VK, Wang D, Arkin AP	2011		"Lucks JB, Qi L, Mutalik VK, Wang D, Arkin AP. ""Versatile RNA-sensing transcriptional regulators for engineering genetic networks"". PNAS. 2011. PubMed: 21555549. doi:10.1073/pnas.1015741108"
synthetic_sender_receiver_qs	Sender–Receiver Quorum-Sensing Relay	15858574	10.1038/nature03461	A synthetic multicellular system for programmed pattern formation	Basu S, Gerchman Y, Collins CH, Arnold FH, Weiss R	2005		"Basu S, Gerchman Y, Collins CH, Arnold FH, Weiss R. ""A synthetic multicellular system for programmed pattern formation"". Nature. 2005. PubMed: 15858574. doi:10.1038/nature03461"
synthetic_stricker_oscillator	Stricker Fast Dual-Feedback Oscillator	18971928	10.1038/nature07389	A fast, robust and tunable synthetic gene oscillator	Stricker J, Cookson S, Bennett MR, Mather WH, Tsimring LS, Hasty J	2008		"Stricker J, Cookson S, Bennett MR, Mather WH, Tsimring LS, Hasty J. ""A fast, robust and tunable synthetic gene oscillator"". Nature. 2008. PubMed: 18971928. doi:10.1038/nature07389"
synthetic_synchronized_qs_oscillator	Synchronized Quorum-of-Clocks Oscillator	20090747	10.1038/nature08753	A synchronized quorum of genetic clocks	Danino T, Mondragón-Palomino O, Tsimring L, Hasty J	2010		"Danino T, Mondragón-Palomino O, Tsimring L, Hasty J. ""A synchronized quorum of genetic clocks"". Nature. 2010. PubMed: 20090747. doi:10.1038/nature08753"
synthetic_theophylline_riboswitch	Theophylline Riboswitch (ligand-gated translation)	15479073	10.1021/ja048634j	Genetic screens and selections for small molecules based on a synthetic riboswitch that activates protein translation	Desai SK, Gallivan JP	2004		"Desai SK, Gallivan JP. ""Genetic screens and selections for small molecules based on a synthetic riboswitch that activates protein translation"". Journal of the American Chemical Society. 2004. PubMed: 15479073. doi:10.1021/ja048634j"
synthetic_three_input_and	Three-Input Transcriptional AND Gate	23041931	10.1038/nature11516	Genetic programs constructed from layered logic gates in single cells	Moon TS, Lou C, Tamsir A, Stanton BC, Voigt CA	2012		"Moon TS, Lou C, Tamsir A, Stanton BC, Voigt CA. ""Genetic programs constructed from layered logic gates in single cells"". Nature. 2012. PubMed: 23041931. doi:10.1038/nature11516"
synthetic_toehold_riboregulator	Toehold Switch Riboregulator	25417166	10.1016/j.cell.2014.10.002	Toehold switches: de-novo-designed regulators of gene expression	Green AA, Silver PA, Collins JJ, Yin P	2014		"Green AA, Silver PA, Collins JJ, Yin P. ""Toehold switches: de-novo-designed regulators of gene expression"". Cell. 2014. PubMed: 25417166. doi:10.1016/j.cell.2014.10.002"
synthetic_toggle_switch	Genetic Toggle Switch (Gardner-Collins)	10659857	10.1038/35002131	Construction of a genetic toggle switch in Escherichia coli	Gardner TS, Cantor CR, Collins JJ	2000		"Gardner TS, Cantor CR, Collins JJ. ""Construction of a genetic toggle switch in Escherichia coli"". Nature. 2000. PubMed: 10659857. doi:10.1038/35002131"
synthetic_xor_gate	Recombinase Boolean XOR Gate	23539178	10.1126/science.1232758	Amplifying genetic logic gates	Bonnet J, Yin P, Ortiz ME, Subsoontorn P, Endy D	2013		"Bonnet J, Yin P, Ortiz ME, Subsoontorn P, Endy D. ""Amplifying genetic logic gates"". Science. 2013. PubMed: 23539178. doi:10.1126/science.1232758"
yeast_autophagy	Yeast Autophagy	33197221		Autophagy genes in biology and disease	Levine B	2021		"Levine B. ""Autophagy genes in biology and disease"". Annual review of pathology. 2021. PubMed: 33197221"
yeast_autophagy	Yeast Autophagy	21157483		Molecular mechanism and physiological functions of autophagy	Mizushima N	2011		"Mizushima N. ""Molecular mechanism and physiological functions of autophagy"". Nature reviews. Molecular cell biology. 2011. PubMed: 21157483"
yeast_autophagy	Yeast Autophagy	18957687		The molecular machinery of autophagy: unanswered questions	Xie Z	2008		"Xie Z. ""The molecular machinery of autophagy: unanswered questions"". Journal of cell science. 2008. PubMed: 18957687"
yeast_autophagy	Yeast Autophagy	1730745		Autophagy in yeast demonstrated with proteinase-deficient mutants and conditions for its induction	Takeshige K	1992		"Takeshige K. ""Autophagy in yeast demonstrated with proteinase-deficient mutants and conditions for its induction"". The Journal of cell biology. 1992. PubMed: 1730745"
yeast_cell_cycle_control	Cell Cycle Control and CDK Regulation	9220155	10.1126/science.276.5315.1886	Cyclins and cell cycle checkpoints	Nurse P	1997		"Nurse P. ""Cyclins and cell cycle checkpoints"". Science. 1997. PubMed: 9220155. doi:10.1126/science.276.5315.1886"
yeast_cell_cycle_control	Cell Cycle Control and CDK Regulation	15653074	10.1016/j.tcb.2004.11.007	Control of the eukaryotic cell cycle by MAP kinase signaling pathways	Qi M, Elion EA	2005		"Qi M, Elion EA. ""Control of the eukaryotic cell cycle by MAP kinase signaling pathways"". Trends in Cell Biology. 2005. PubMed: 15653074. doi:10.1016/j.tcb.2004.11.007"
yeast_cell_cycle_control	Cell Cycle Control and CDK Regulation	9442875	10.1146/annurev.cellbio.13.1.261	The regulation of CDK activity in budding yeast	Morgan DO	1997		"Morgan DO. ""The regulation of CDK activity in budding yeast"". Annual Review of Cell and Developmental Biology. 1997. PubMed: 9442875. doi:10.1146/annurev.cellbio.13.1.261"
yeast_cell_cycle_control	Cell Cycle Control and CDK Regulation	16896351	10.1038/nrm1973	Mechanisms and functions of the anaphase promoting complex/cyclosome	Peters JM	2006		"Peters JM. ""Mechanisms and functions of the anaphase promoting complex/cyclosome"". Nature Reviews Molecular Cell Biology. 2006. PubMed: 16896351. doi:10.1038/nrm1973"
yeast_cell_cycle_control	Cell Cycle Control and CDK Regulation	17426725	10.1038/nrm2163	The spindle assembly checkpoint	Musacchio A, Salmon ED	2007		"Musacchio A, Salmon ED. ""The spindle assembly checkpoint"". Nature Reviews Molecular Cell Biology. 2007. PubMed: 17426725. doi:10.1038/nrm2163"
yeast_cell_wall_integrity	Cell Wall Integrity (CWI) Pathway and Pkc1 Signaling	16339739	10.1128/MMBR.69.4.262-291.2005	The cell wall integrity pathway in yeast	Levin DE	2005		"Levin DE. ""The cell wall integrity pathway in yeast"". Microbiol Mol Biol Rev. 2005. PubMed: 16339739. doi:10.1128/MMBR.69.4.262-291.2005"
yeast_chromatin_silencing	Chromatin Silencing at Telomeres and HM Loci	12676795	10.1146/annurev.biochem.72.121801.161547	Silencing in yeast	Rusche LN, Kirchmaier AL, Rine J	2003		"Rusche LN, Kirchmaier AL, Rine J. ""Silencing in yeast"". Annu Rev Biochem. 2003. PubMed: 12676795. doi:10.1146/annurev.biochem.72.121801.161547"
yeast_er_stress_response	ER Stress Response and Unfolded Protein Response	19762341	10.1093/jb/mvp166	The unfolded protein response in yeast	Mori K	2009		"Mori K. ""The unfolded protein response in yeast"". J Biochem. 2009. PubMed: 19762341. doi:10.1093/jb/mvp166"
yeast_gal_bistable_switch	Galactose Network Bistable Switch (GAL)	15889097	10.1038/nature03524	Enhancement of cellular memory by reducing stochastic transitions	Acar M, Becskei A, van Oudenaarden A	2005		"Acar M, Becskei A, van Oudenaarden A. ""Enhancement of cellular memory by reducing stochastic transitions"". Nature. 2005. PubMed: 15889097. doi:10.1038/nature03524"
yeast_gal_regulation	GAL Gene Regulation	8196626	10.1128/mcb.14.6.3834	Multiple mechanisms provide rapid and stringent glucose repression of GAL gene expression in Saccharomyces cerevisiae	Johnston M, Flick JS, Pexton T	1994		"Johnston M, Flick JS, Pexton T. ""Multiple mechanisms provide rapid and stringent glucose repression of GAL gene expression in Saccharomyces cerevisiae"". Molecular and Cellular Biology. 1994. PubMed: 8196626. doi:10.1128/mcb.14.6.3834"
yeast_gal_regulation	GAL Gene Regulation	7601342	10.1096/fasebj.9.9.7601342	Transcriptional regulation in the yeast GAL gene family: a complex genetic network	Lohr D, Venkov P, Zlatanova J	1995		"Lohr D, Venkov P, Zlatanova J. ""Transcriptional regulation in the yeast GAL gene family: a complex genetic network"". FASEB Journal. 1995. PubMed: 7601342. doi:10.1096/fasebj.9.9.7601342"
yeast_gal_regulation	GAL Gene Regulation	9670023	10.1093/emboj/17.14.4086	The yeast galactose genetic switch is mediated by the formation of a Gal4p-Gal80p-Gal3p complex	Platt A, Reece RJ	1998		"Platt A, Reece RJ. ""The yeast galactose genetic switch is mediated by the formation of a Gal4p-Gal80p-Gal3p complex"". EMBO Journal. 1998. PubMed: 9670023. doi:10.1093/emboj/17.14.4086"
yeast_gal_regulation	GAL Gene Regulation	18779058	10.1016/S1937-6448(08)01003-4	Galactose metabolism in yeast - structure and regulation of the Leloir pathway enzymes and the genes encoding them	Sellick CA, Campbell RN, Reece RJ	2008		"Sellick CA, Campbell RN, Reece RJ. ""Galactose metabolism in yeast - structure and regulation of the Leloir pathway enzymes and the genes encoding them"". International Review of Cell and Molecular Biology. 2008. PubMed: 18779058. doi:10.1016/S1937-6448(08)01003-4"
yeast_gcn4_starvation	Gcn4 Amino Acid Starvation Response (GAAC)	15677467	10.1074/jbc.R400025200	Translational control by the eIF2α kinase GCN2	Hinnebusch AG	2005		"Hinnebusch AG. ""Translational control by the eIF2α kinase GCN2"". J Biol Chem. 2005. PubMed: 15677467. doi:10.1074/jbc.R400025200"
yeast_glycolysis	Glycolysis and Glucose Metabolism	8426905	10.1016/0079-6107(93)90001-z	Evolution of glycolysis	Fothergill-Gilmore LA, Michels PA	1993		"Fothergill-Gilmore LA, Michels PA. ""Evolution of glycolysis"". Progress in Biophysics and Molecular Biology. 1993. PubMed: 8426905. doi:10.1016/0079-6107(93)90001-z"
yeast_glycolysis	Glycolysis and Glucose Metabolism			Catabolite repression mutants of yeast	Gancedo JM, Gancedo C	1986		"Gancedo JM, Gancedo C. ""Catabolite repression mutants of yeast"". FEMS Microbiology Reviews. 1986"
yeast_glycolysis	Glycolysis and Glucose Metabolism	9299703	10.1111/j.1574-6976.1997.tb00346.x	The molecular genetics of hexose transport in yeasts	Boles E, Hollenberg CP	1997		"Boles E, Hollenberg CP. ""The molecular genetics of hexose transport in yeasts"". FEMS Microbiology Reviews. 1997. PubMed: 9299703. doi:10.1111/j.1574-6976.1997.tb00346.x"
yeast_glycolysis	Glycolysis and Glucose Metabolism	20804724	10.1016/j.bbabio.2010.08.010	The Warburg and Crabtree effects: On the origin of cancer cell energy metabolism and of yeast glucose repression	Diaz-Ruiz R, Rigoulet M, Devin A	2011		"Diaz-Ruiz R, Rigoulet M, Devin A. ""The Warburg and Crabtree effects: On the origin of cancer cell energy metabolism and of yeast glucose repression"". Biochimica et Biophysica Acta. 2011. PubMed: 20804724. doi:10.1016/j.bbabio.2010.08.010"
yeast_heat_shock_response	Heat Shock Response	28241148	10.1038/nature21695	Cytosolic proteostasis through importing of misfolded proteins into mitochondria.	Ruan L	2017		"Ruan L. ""Cytosolic proteostasis through importing of misfolded proteins into mitochondria."". Nature. 2017. PubMed: 28241148. doi:10.1038/nature21695"
yeast_heat_shock_response	Heat Shock Response	28283059	10.1016/j.cell.2017.02.027	Stress-Triggered Phase Separation Is an Adaptive, Evolutionarily Tuned Response.	Riback JA	2017		"Riback JA. ""Stress-Triggered Phase Separation Is an Adaptive, Evolutionarily Tuned Response."". Cell. 2017. PubMed: 28283059. doi:10.1016/j.cell.2017.02.027"
yeast_heat_shock_response	Heat Shock Response	35150808	10.1016/j.bbamcr.2022.119238	Glycerol 3-phosphate dehydrogenase regulates heat shock response in Saccharomyces cerevisiae.	Pallapati AR	2022		"Pallapati AR. ""Glycerol 3-phosphate dehydrogenase regulates heat shock response in Saccharomyces cerevisiae."". Biochimica et biophysica acta. Molecular cell research. 2022. PubMed: 35150808. doi:10.1016/j.bbamcr.2022.119238"
yeast_heat_shock_response	Heat Shock Response	28721857	10.1128/microbiolspec.FUNK-0048-201610.1128/microbiolspec.funk-0048-2016	Stress Adaptation.	Brown AJP	2017		"Brown AJP. ""Stress Adaptation."". Microbiology spectrum. 2017. PubMed: 28721857. doi:10.1128/microbiolspec.FUNK-0048-201610.1128/microbiolspec.funk-0048-2016"
yeast_hog_pathway	HOG Pathway (High Osmolarity Glycerol Response)	8391169	10.1126/science.8391169	The HOG pathway controls osmotic regulation in yeast	Brewster JL, de Valoir T, Dwyer ND, Winter E, Gustin MC	1993		"Brewster JL, de Valoir T, Dwyer ND, Winter E, Gustin MC. ""The HOG pathway controls osmotic regulation in yeast"". Science. 1993. PubMed: 8391169. doi:10.1126/science.8391169"
yeast_hog_pathway	HOG Pathway (High Osmolarity Glycerol Response)	8294554	10.1083/jcb.123.6.1305	Two redundant transmembrane mechanisms participate in yeast osmotic stress sensing	Maeda T, Wurgler-Murphy SM, Saito H	1994		"Maeda T, Wurgler-Murphy SM, Saito H. ""Two redundant transmembrane mechanisms participate in yeast osmotic stress sensing"". J Cell Biol. 1994. PubMed: 8294554. doi:10.1083/jcb.123.6.1305"
yeast_hog_pathway	HOG Pathway (High Osmolarity Glycerol Response)	9184233	10.1093/emboj/16.7.1521	The MAPK Hog1 mediates osmotic stress signaling through scaffold protein Pbs2	Posas F, Saito H	1997		"Posas F, Saito H. ""The MAPK Hog1 mediates osmotic stress signaling through scaffold protein Pbs2"". EMBO J. 1997. PubMed: 9184233. doi:10.1093/emboj/16.7.1521"
yeast_hog_pathway	HOG Pathway (High Osmolarity Glycerol Response)	8002614	10.1128/jb.176.24.7516-7524.1994	Glycerol production in response to hyperosmotic stress involves the HOG pathway	Albertyn J, Hohmann S, Thevelein JM, Prior BA	1994		"Albertyn J, Hohmann S, Thevelein JM, Prior BA. ""Glycerol production in response to hyperosmotic stress involves the HOG pathway"". J Bacteriol. 1994. PubMed: 8002614. doi:10.1128/jb.176.24.7516-7524.1994"
yeast_mapk_mating	MAPK Pheromone Response Pathway (Mating)	11395419	10.1146/annurev.biochem.70.1.703	The pheromone response pathway in Saccharomyces cerevisiae	Dohlman HG, Thorner JW	2001		"Dohlman HG, Thorner JW. ""The pheromone response pathway in Saccharomyces cerevisiae"". Annu Rev Biochem. 2001. PubMed: 11395419. doi:10.1146/annurev.biochem.70.1.703"
yeast_mating_response	Yeast Mating Response	11452122	10.1126/science.1062524	Pheromone signaling mechanisms in yeast: a prototypical sex machine	Dohlman HG	2001		"Dohlman HG. ""Pheromone signaling mechanisms in yeast: a prototypical sex machine"". Science. 2001. PubMed: 11452122. doi:10.1126/science.1062524"
yeast_mating_response	Yeast Mating Response	15300679	10.1002/yea.1134	The yeast pheromone response pathway: a paradigm for eukaryotic signal transduction	Bardwell L	2004		"Bardwell L. ""The yeast pheromone response pathway: a paradigm for eukaryotic signal transduction"". Yeast. 2004. PubMed: 15300679. doi:10.1002/yea.1134"
yeast_mating_response	Yeast Mating Response	8655580	10.1083/jcb.135.6.1727	Cell fusion during yeast mating requires high levels of a-factor mating pheromone	Brizzio V	1996		"Brizzio V. ""Cell fusion during yeast mating requires high levels of a-factor mating pheromone"". The Journal of cell biology. 1996. PubMed: 8655580. doi:10.1083/jcb.135.6.1727"
yeast_mating_response	Yeast Mating Response	26104364	10.1128/microbiolspec.MDNA3-0013-2014	Mechanisms and regulation of mating-type switching in Saccharomyces cerevisiae	Haber JE	2012		"Haber JE. ""Mechanisms and regulation of mating-type switching in Saccharomyces cerevisiae"". Microbiology spectrum. 2012. PubMed: 26104364. doi:10.1128/microbiolspec.MDNA3-0013-2014"
yeast_mating_type_switching	Mating Type Switching and HO Endonuclease Control	3070323		Life cycle of the budding yeast Saccharomyces cerevisiae	Herskowitz I	1988		"Herskowitz I. ""Life cycle of the budding yeast Saccharomyces cerevisiae"". Microbiological Reviews. 1988. PubMed: 3070323"
yeast_mating_type_switching	Mating Type Switching and HO Endonuclease Control	6687628	10.1038/302670a0	Molecular analysis of a cell lineage	Nasmyth K	1983		"Nasmyth K. ""Molecular analysis of a cell lineage"". Nature. 1983. PubMed: 6687628. doi:10.1038/302670a0"
yeast_mating_type_switching	Mating Type Switching and HO Endonuclease Control	22555442	10.1534/genetics.111.134577	Mating-type genes and MAT switching in Saccharomyces cerevisiae	Haber JE	2012		"Haber JE. ""Mating-type genes and MAT switching in Saccharomyces cerevisiae"". Genetics. 2012. PubMed: 22555442. doi:10.1534/genetics.111.134577"
yeast_mating_type_switching	Mating Type Switching and HO Endonuclease Control	10319811	10.1016/s0092-8674(00)80740-0	Ordered recruitment of transcription and chromatin remodeling factors to a cell cycle- and developmentally regulated promoter	Cosma MP, Tanaka T, Nasmyth K	1999		"Cosma MP, Tanaka T, Nasmyth K. ""Ordered recruitment of transcription and chromatin remodeling factors to a cell cycle- and developmentally regulated promoter"". Cell. 1999. PubMed: 10319811. doi:10.1016/s0092-8674(00)80740-0"
yeast_meiosis_regulation	Meiosis Initiation and IME1 Regulation			Meiosis and sporulation in Saccharomyces cerevisiae	Kupiec M, Byers B, Esposito RE, Mitchell AP	1997		"Kupiec M, Byers B, Esposito RE, Mitchell AP. ""Meiosis and sporulation in Saccharomyces cerevisiae"". The Molecular and Cellular Biology of the Yeast Saccharomyces: Cell Cycle and Cell Biology. 1997"
yeast_meiosis_regulation	Meiosis Initiation and IME1 Regulation	12722949	10.1016/s0074-7696(05)24004-4	Transcriptional regulation of meiosis in budding yeast	Kassir Y, Adir N, Boger-Nadjar E, Raviv NG, Rubin-Bejerano I, Sagee S, Shenhar G	2003		"Kassir Y, Adir N, Boger-Nadjar E, Raviv NG, Rubin-Bejerano I, Sagee S, Shenhar G. ""Transcriptional regulation of meiosis in budding yeast"". International Review of Cytology. 2003. PubMed: 12722949. doi:10.1016/s0074-7696(05)24004-4"
yeast_meiosis_regulation	Meiosis Initiation and IME1 Regulation		10.1242/jcs.00460	Signal pathway integration in the switch from the mitotic cell cycle to meiosis in yeast	Honigberg SM, Purnapatre K	2003		"Honigberg SM, Purnapatre K. ""Signal pathway integration in the switch from the mitotic cell cycle to meiosis in yeast"". Journal of Cell Science. 2003. doi:10.1242/jcs.00460"
yeast_meiosis_regulation	Meiosis Initiation and IME1 Regulation	10801461	10.1016/s0955-0674(00)00104-6	Transcriptional regulation of meiosis in yeast	Vershon AK, Pierce M	2000		"Vershon AK, Pierce M. ""Transcriptional regulation of meiosis in yeast"". Current Opinion in Cell Biology. 2000. PubMed: 10801461. doi:10.1016/s0955-0674(00)00104-6"
yeast_mitochondrial_biogenesis	Mitochondrial Biogenesis and Retrograde Signaling	8218348	10.1016/0167-4781(93)90042-g	Mitochondrial biogenesis in yeast	Liao X, Butow RA	1993		"Liao X, Butow RA. ""Mitochondrial biogenesis in yeast"". Biochim Biophys Acta. 1993. PubMed: 8218348. doi:10.1016/0167-4781(93)90042-g"
yeast_mitochondrial_import	Yeast Mitochondrial Protein Import	28979213	10.1038/nrm.2017.71	Mitochondrial protein import: from proteomics to functional mechanisms	Wiedemann N	2017		"Wiedemann N. ""Mitochondrial protein import: from proteomics to functional mechanisms"". Nature reviews. Molecular cell biology. 2017. PubMed: 28979213. doi:10.1038/nrm.2017.71"
yeast_mitochondrial_import	Yeast Mitochondrial Protein Import	30244972	10.1016/j.cmet.2018.07.012	The protein import machinery of mitochondria-a regulatory hub in metabolism, stress, and disease	Pfanner N	2019		"Pfanner N. ""The protein import machinery of mitochondria-a regulatory hub in metabolism, stress, and disease"". Cell metabolism. 2019. PubMed: 30244972. doi:10.1016/j.cmet.2018.07.012"
yeast_mitochondrial_import	Yeast Mitochondrial Protein Import	17352659	10.1146/annurev.biochem.76.052705.163409	Mechanisms of mitochondrial protein import	Neupert W	2007		"Neupert W. ""Mechanisms of mitochondrial protein import"". Annual review of biochemistry. 2007. PubMed: 17352659. doi:10.1146/annurev.biochem.76.052705.163409"
yeast_mitochondrial_import	Yeast Mitochondrial Protein Import	26437435	10.3390/biom5042107	The mitochondrial protein import machinery	Endo T	2015		"Endo T. ""The mitochondrial protein import machinery"". Biomolecules. 2015. PubMed: 26437435. doi:10.3390/biom5042107"
yeast_nitrogen_metabolism	Nitrogen Catabolite Repression (NCR) and TORC1 Signaling	12493770	10.1111/j.1574-6976.2002.tb00614.x	Nitrogen catabolite repression in yeast	Cooper TG	2002		"Cooper TG. ""Nitrogen catabolite repression in yeast"". FEMS Microbiol Rev. 2002. PubMed: 12493770. doi:10.1111/j.1574-6976.2002.tb00614.x"
yeast_osmotic_stress_response	Osmotic Stress Response	26925399	10.3389/fbioe.2016.00017	Genome-Wide Transcriptional Response of Saccharomyces cerevisiae to Stress-Induced Perturbations.	Taymaz-Nikerel H	2016		"Taymaz-Nikerel H. ""Genome-Wide Transcriptional Response of Saccharomyces cerevisiae to Stress-Induced Perturbations."". Frontiers in bioengineering and biotechnology. 2016. PubMed: 26925399. doi:10.3389/fbioe.2016.00017"
yeast_osmotic_stress_response	Osmotic Stress Response	35636514	10.1016/j.jbc.2022.102083	Intracellular localization of the proteasome in response to stress conditions.	Enenkel C	2022		"Enenkel C. ""Intracellular localization of the proteasome in response to stress conditions."". The Journal of biological chemistry. 2022. PubMed: 35636514. doi:10.1016/j.jbc.2022.102083"
yeast_osmotic_stress_response	Osmotic Stress Response	17875410		Yeast osmoregulation.	Hohmann S	2007		"Hohmann S. ""Yeast osmoregulation."". Methods in enzymology. 2007. PubMed: 17875410"
yeast_osmotic_stress_response	Osmotic Stress Response	12702273		Novel insights into the osmotic stress response of yeast.	Mager WH	2002		"Mager WH. ""Novel insights into the osmotic stress response of yeast."". FEMS yeast research. 2002. PubMed: 12702273"
yeast_oxidative_stress_response	Oxidative Stress Response	25452175	10.1016/j.cbi.2014.10.016	Free radicals, reactive oxygen species, oxidative stress and its classification.	Lushchak VI	2014		"Lushchak VI. ""Free radicals, reactive oxygen species, oxidative stress and its classification."". Chemico-biological interactions. 2014. PubMed: 25452175. doi:10.1016/j.cbi.2014.10.016"
yeast_oxidative_stress_response	Oxidative Stress Response	35158208	10.1016/j.bbrc.2022.02.016	Involvement of Gtr1p in the oxidative stress response in yeast Saccharomyces cerevisiae.	Sekiguchi T	2022		"Sekiguchi T. ""Involvement of Gtr1p in the oxidative stress response in yeast Saccharomyces cerevisiae."". Biochemical and biophysical research communications. 2022. PubMed: 35158208. doi:10.1016/j.bbrc.2022.02.016"
